"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.629155042E0,2.264929947E-1,-1.558562541E-1,-3.038803822E-1,4.097969439E-1
2.639124042E0,2.317060432E-1,5.207917638E-2,-1.205195346E0,1.228371179E0
2.649093042E0,2.198199694E-1,1.923952124E-1,-2.325320721E-2,2.930485427E-1
2.659062042E0,2.480522269E-1,2.754905057E-1,5.551533651E-1,6.675478895E-1
2.669030042E0,3.269237109E-1,3.466296682E-1,-1.354156673E-2,4.766703406E-1
2.678999042E0,2.198919267E-1,3.074938518E-1,-5.757934517E-1,6.887982486E-1
2.688968042E0,5.133007497E-2,2.972104267E-1,1.079284912E-1,3.203394662E-1
2.698937042E0,-3.728455134E-2,2.115445147E-1,3.197280908E-1,3.851847239E-1
2.708906042E0,-1.429270736E-1,-6.592677176E-2,-4.073141187E-1,4.366683855E-1
2.718875042E0,-2.429484482E-1,-3.528234775E-1,-2.284401906E-1,4.854825182E-1
2.728844042E0,4.560418904E-2,-2.668796766E-1,6.845329517E-1,7.361316905E-1
2.738812042E0,-7.455788333E-2,-3.087518437E-1,1.004091473E0,1.053131647E0
2.748781042E0,-8.292210605E-2,-1.462303850E-1,3.452605426E-2,1.716142465E-1
2.758750042E0,2.803853195E-1,9.538643293E-2,-1.004796647E0,1.047535585E0
2.768719042E0,8.681755766E-2,6.395077832E-2,-2.275502443E-1,2.518056871E-1
2.778688042E0,5.083733741E-2,-6.247823015E-2,2.886659271E-1,2.996931457E-1
2.788657042E0,-5.856425017E-3,1.165902641E-1,1.138944054E-1,1.630936019E-1
2.798626042E0,-1.224364931E-1,-1.071663798E-1,-5.349524045E-1,5.591506084E-1
2.808594042E0,-1.393165276E-1,-1.352364867E-1,2.558548611E-1,3.211848567E-1
2.818563125E0,-4.271950174E-2,-2.828679742E-1,6.241037321E-1,6.865454938E-1
2.828532125E0,-1.044988800E-2,3.874778051E-2,2.897956091E-1,2.925612512E-1
2.838501125E0,-4.171297666E-2,2.040789725E-1,-4.920010972E-1,5.342782787E-1
2.848470125E0,-4.804543812E-2,1.347161941E-2,-6.624702376E-1,6.643467953E-1
2.858439125E0,-5.256288730E-2,-9.306176271E-2,1.900783628E-1,2.180668081E-1
2.868408125E0,1.860642493E-2,2.060161551E-1,3.987695825E-1,4.492282662E-1
2.878376125E0,-2.761749588E-2,1.741811356E-1,-7.398429340E-1,7.605717330E-1
2.888345125E0,-1.591851106E-1,-2.484082493E-1,-3.038593322E-1,4.235292806E-1
2.898314125E0,2.171636890E-1,1.965037950E-1,8.141908658E-1,8.652632982E-1
2.908283125E0,2.974598105E-1,2.428206135E-1,2.539650410E-1,4.603720574E-1
2.918252125E0,4.421664476E-2,1.562928584E-1,-4.520833254E-2,1.686011939E-1
2.928221125E0,6.430281725E-2,-1.523049477E-1,-6.871367168E-1,7.067450156E-1
